stplfips,place,varname,units,units_se2,total,total_se2,share,share_se2
0600212,"Acton CDP, California",own_2,0,106.79871767629642,2626,6635.563233894734,0,1.5487331511804508e-5
0600212,"Acton CDP, California",own_3to4,0,106.79871767629642,2626,6635.563233894734,0,1.5487331511804508e-5
0600212,"Acton CDP, California",own_5to9,0,106.79871767629642,2626,6635.563233894734,0,1.5487331511804508e-5
0600212,"Acton CDP, California",own_10to19,0,106.79871767629642,2626,6635.563233894734,0,1.5487331511804508e-5
0600212,"Acton CDP, California",own_20to49,12,119.73281843294129,2626,6635.563233894734,0.00456968773800457,1.734286612695812e-5
0600212,"Acton CDP, California",own_50plus,0,106.79871767629642,2626,6635.563233894734,0,1.5487331511804508e-5
0600212,"Acton CDP, California",own_mobile,153,999.2516698847941,2626,6635.563233894734,0.05826351865955826,1.4163919673005886e-4
0600212,"Acton CDP, California",own_boatrv,18,133.40601066139448,2626,6635.563233894734,0.006854531607006854,1.9300556064742078e-5
0600212,"Acton CDP, California",rentocc,238,3997.0066795391763,2626,6635.563233894734,0.09063214013709063,5.717186528169137e-4
0600212,"Acton CDP, California",rent_1det,201,3844.753836346671,2626,6635.563233894734,0.07654226961157654,5.519063764640058e-4
0600212,"Acton CDP, California",rent_1att,0,106.79871767629642,2626,6635.563233894734,0,1.5487331511804508e-5
0600212,"Acton CDP, California",rent_2,0,106.79871767629642,2626,6635.563233894734,0,1.5487331511804508e-5
0600212,"Acton CDP, California",rent_3to4,6,44.71503404440092,2626,6635.563233894734,0.002284843869002285,6.47929182749102e-6
0600212,"Acton CDP, California",rent_5to9,0,106.79871767629642,2626,6635.563233894734,0,1.5487331511804508e-5
0600212,"Acton CDP, California",rent_10to19,0,106.79871767629642,2626,6635.563233894734,0,1.5487331511804508e-5
0600212,"Acton CDP, California",rent_20to49,9,72.4309642372114,2626,6635.563233894734,0.003427265803503427,1.0492216204328516e-5
0600212,"Acton CDP, California",rent_50plus,12,133.40601066139448,2626,6635.563233894734,0.00456968773800457,1.9325673275528247e-5
0600212,"Acton CDP, California",rent_mobile,10,94.60370839145979,2626,6635.563233894734,0.003808073115003808,1.3704927886817211e-5
0600212,"Acton CDP, California",rent_boatrv,0,106.79871767629642,2626,6635.563233894734,0,1.5487331511804508e-5
0600296,"Adelanto city, California",ownocc,3895,65810.18283275283,7898,45788.194861466545,0.4931628260319068,8.764901313118036e-4
0600296,"Adelanto city, California",own_1det,3456,55346.49532062712,7898,45788.194861466545,0.43757913395796405,7.46719616058772e-4
0600296,"Adelanto city, California",own_1att,101,1862.8800546927691,7898,45788.194861466545,0.01278804760698911,2.9744142229656673e-5
0600296,"Adelanto city, California",own_2,7,53.21458597019614,7898,45788.194861466545,8.863003291972652e-4,8.525164902990834e-7
0600296,"Adelanto city, California",own_3to4,0,249.81291747119852,7898,45788.194861466545,0,4.004798158529328e-6
0600296,"Adelanto city, California",own_5to9,0,249.81291747119852,7898,45788.194861466545,0,4.004798158529328e-6
0600296,"Adelanto city, California",own_10to19,0,249.81291747119852,7898,45788.194861466545,0,4.004798158529328e-6
0600296,"Adelanto city, California",own_20to49,0,249.81291747119852,7898,45788.194861466545,0,4.004798158529328e-6
0600296,"Adelanto city, California",own_50plus,0,249.81291747119852,7898,45788.194861466545,0,4.004798158529328e-6
0600296,"Adelanto city, California",own_mobile,331,4972.607422326105,7898,45788.194861466545,0.04190934413775639,7.842754924632041e-5
0600296,"Adelanto city, California",own_boatrv,0,249.81291747119852,7898,45788.194861466545,0,4.004798158529328e-6
0600296,"Adelanto city, California",rentocc,4003,49773.74562319269,7898,45788.194861466545,0.5068371739680931,6.093694637572805e-4
0600296,"Adelanto city, California",rent_1det,2820,42719.48707051857,7898,45788.194861466545,0.3570524183337554,5.912641432316798e-4
0600296,"Adelanto city, California",rent_1att,44,683.2900656867545,7898,45788.194861466545,0.005571030640668524,1.0931170437795453e-5
0600296,"Adelanto city, California",rent_2,146,2306.3349377777367,7898,45788.194861466545,0.0184856925804001,3.6722455384035905e-5
0600296,"Adelanto city, California",rent_3to4,182,3695.457359041398,7898,45788.194861466545,0.023043808559128895,5.8852788923562564e-5
0600296,"Adelanto city, California",rent_5to9,288,5321.458597019614,7898,45788.194861466545,0.03646492782983034,8.433326457282797e-5
0600296,"Adelanto city, California",rent_10to19,161,3127.8351086926396,7898,45788.194861466545,0.0203849075715371,4.983789066061472e-5
0600296,"Adelanto city, California",rent_20to49,138,1862.8800546927691,7898,45788.194861466545,0.01747277791846037,2.9640082035997178e-5
0600296,"Adelanto city, California",rent_50plus,129,2078.6947644607862,7898,45788.194861466545,0.01633324892377817,3.312812584692387e-5
0600296,"Adelanto city, California",rent_mobile,95,1286.3887066823108,7898,45788.194861466545,0.012028361610534312,2.051613893077986e-5
0600296,"Adelanto city, California",rent_boatrv,0,249.81291747119852,7898,45788.194861466545,0,4.004798158529328e-6
0600310,"Adin CDP, California",ownocc,59,427.1948707051857,75,478.93127373176515,0.7866666666666666,0.023255273366325577
0600310,"Adin CDP, California",own_1det,59,427.1948707051857,75,478.93127373176515,0.7866666666666666,0.023255273366325577
0600310,"Adin CDP, California",own_1att,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",own_2,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",own_3to4,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",own_5to9,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",own_10to19,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",own_20to49,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",own_50plus,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",own_mobile,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",own_boatrv,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",rentocc,16,133.40601066139448,75,478.93127373176515,0.21333333333333335,0.019841656221867048
0600310,"Adin CDP, California",rent_1det,16,133.40601066139448,75,478.93127373176515,0.21333333333333335,0.019841656221867048
0600310,"Adin CDP, California",rent_1att,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",rent_2,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",rent_3to4,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",rent_5to9,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",rent_10to19,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",rent_20to49,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",rent_50plus,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",rent_mobile,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600310,"Adin CDP, California",rent_boatrv,0,53.21458597019614,75,478.93127373176515,0,0.009460370839145983
0600394,"Agoura Hills city, California",ownocc,5461,54775.91670439113,7338,30651.60151883297,0.7442082311256473,7.019923830189882e-4
0600394,"Agoura Hills city, California",own_1det,4366,28559.972653615547,7338,30651.60151883297,0.594985009539384,3.288824788253954e-4
0600394,"Agoura Hills city, California",own_1att,914,13908.223316488205,7338,30651.60151883297,0.12455710002725538,2.4946363814151604e-4
0600394,"Agoura Hills city, California",own_2,0,195.48969429328997,7338,30651.60151883297,0,3.630516815495803e-6
0600394,"Agoura Hills city, California",own_3to4,79,2134.4961705823116,7338,30651.60151883297,0.01076587626056146,3.957459919675024e-5
0600394,"Agoura Hills city, California",own_5to9,77,1375.0796832993042,7338,30651.60151883297,0.010493322431180159,2.5474472111868205e-5
0600394,"Agoura Hills city, California",own_10to19,13,162.96966953372566,7338,30651.60151883297,0.0017715998909784683,3.024787902644212e-6
0600394,"Agoura Hills city, California",own_20to49,0,195.48969429328997,7338,30651.60151883297,0,3.630516815495803e-6
0600394,"Agoura Hills city, California",own_50plus,12,147.81829436165592,7338,30651.60151883297,0.001635322976287817,2.7436699829766593e-6
0600394,"Agoura Hills city, California",own_mobile,0,195.48969429328997,7338,30651.60151883297,0,3.630516815495803e-6
0600394,"Agoura Hills city, California",own_boatrv,0,195.48969429328997,7338,30651.60151883297,0,3.630516815495803e-6
0600394,"Agoura Hills city, California",rentocc,1877,27744.0156687392,7338,30651.60151883297,0.2557917688743527,4.7799989322736734e-4
0600394,"Agoura Hills city, California",rent_1det,549,7877.236906532645,7338,30651.60151883297,0.07481602616516762,1.4310499492675816e-4
0600394,"Agoura Hills city, California",rent_1att,401,9939.302112877745,7338,30651.60151883297,0.054647042790951214,1.8288679999952365e-4
0600394,"Agoura Hills city, California",rent_2,0,195.48969429328997,7338,30651.60151883297,0,3.630516815495803e-6
0600394,"Agoura Hills city, California",rent_3to4,162,3549.1172476233587,7338,30651.60151883297,0.022076860179885527,6.563462499556352e-5
0600394,"Agoura Hills city, California",rent_5to9,166,3695.457359041398,7338,30651.60151883297,0.022621967838648133,6.83384953807192e-5
0600394,"Agoura Hills city, California",rent_10to19,180,2424.5895732670615,7338,30651.60151883297,0.024529844644317254,4.468549556832239e-5
0600394,"Agoura Hills city, California",rent_20to49,159,3196.2010698349054,7338,30651.60151883297,0.021668029435813575,5.909065887032919e-5
0600394,"Agoura Hills city, California",rent_50plus,260,6734.971036852948,7338,30651.60151883297,0.035431997819569364,1.2436318130144917e-4
0600394,"Agoura Hills city, California",rent_mobile,0,195.48969429328997,7338,30651.60151883297,0,3.630516815495803e-6
0600394,"Agoura Hills city, California",rent_boatrv,0,195.48969429328997,7338,30651.60151883297,0,3.630516815495803e-6
0600450,"Agua Dulce CDP, California",ownocc,1116,2927.1717740966915,1175,2993.320460823533,0.9497872340425532,1.643530925602384e-4
0600450,"Agua Dulce CDP, California",own_1det,1030,3695.457359041398,1175,2993.320460823533,0.8765957446808511,0.001010650793968589
0600450,"Agua Dulce CDP, California",own_1att,26,106.79871767629642,1175,2993.320460823533,0.022127659574468085,7.629377147777063e-5
0600450,"Agua Dulce CDP, California",own_2,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",own_3to4,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",own_5to9,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",own_10to19,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",own_20to49,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",own_50plus,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",own_mobile,60,887.2793119058397,1175,2993.320460823533,0.05106382978723404,6.370116322425688e-4
0600450,"Agua Dulce CDP, California",own_boatrv,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",rentocc,59,355.1334522038784,1175,2993.320460823533,0.05021276595744681,2.5176012883785305e-4
0600450,"Agua Dulce CDP, California",rent_1det,59,355.1334522038784,1175,2993.320460823533,0.05021276595744681,2.5176012883785305e-4
0600450,"Agua Dulce CDP, California",rent_1att,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",rent_2,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",rent_3to4,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",rent_5to9,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",rent_10to19,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",rent_20to49,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",rent_50plus,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",rent_mobile,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600450,"Agua Dulce CDP, California",rent_boatrv,0,53.21458597019614,1175,2993.320460823533,0,3.8543837733052883e-05
0600464,"Aguanga CDP, California",ownocc,222,3769.7360519581302,325,7769.69909738454,0.683076923076923,0.07001213421298826
0600464,"Aguanga CDP, California",own_1det,74,781.9587771731599,325,7769.69909738454,0.2276923076923077,0.011216751735802439
0600464,"Aguanga CDP, California",own_1att,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",own_2,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",own_3to4,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",own_5to9,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",own_10to19,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",own_20to49,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",own_50plus,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",own_mobile,148,4152.2158886189145,325,7769.69909738454,0.4553846153846154,0.02405655279465111
0600464,"Aguanga CDP, California",own_boatrv,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",rentocc,103,3549.1172476233587,325,7769.69909738454,0.3169230769230769,0.026212798402840427
0600464,"Aguanga CDP, California",rent_1det,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",rent_1att,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",rent_2,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",rent_3to4,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",rent_5to9,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",rent_10to19,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",rent_20to49,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",rent_50plus,0,53.21458597019614,325,7769.69909738454,0,5.0380673107878e-4
0600464,"Aguanga CDP, California",rent_mobile,55,1375.0796832993042,325,7769.69909738454,0.16923076923076924,0.010911837700150062
0600464,"Aguanga CDP, California",rent_boatrv,48,2078.6947644607862,325,7769.69909738454,0.1476923076923077,0.018075400521901864
0600478,"Ahwahnee CDP, California",ownocc,730,8650.696131780009,895,9460.370839145979,0.8156424581005587,0.002942443048086094
0600478,"Ahwahnee CDP, California",own_1det,724,8537.984682329246,895,9460.370839145979,0.8089385474860336,0.002930360882227104
0600478,"Ahwahnee CDP, California",own_1att,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",own_2,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",own_3to4,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",own_5to9,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",own_10to19,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",own_20to49,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",own_50plus,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",own_mobile,6,23.650927097864948,895,9460.370839145979,0.0067039106145251395,3.005661375622887e-5
0600478,"Ahwahnee CDP, California",own_boatrv,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",rentocc,165,5058.711578791771,895,9460.370839145979,0.18435754189944134,0.00591389195346798
0600478,"Ahwahnee CDP, California",rent_1det,100,5410.519119372511,895,9460.370839145979,0.11173184357541899,0.00660705446616063
0600478,"Ahwahnee CDP, California",rent_1att,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",rent_2,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",rent_3to4,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",rent_5to9,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",rent_10to19,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",rent_20to49,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",rent_50plus,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600478,"Ahwahnee CDP, California",rent_mobile,65,3265.3061224489793,895,9460.370839145979,0.07262569832402235,0.004014116253052199
0600478,"Ahwahnee CDP, California",rent_boatrv,0,53.21458597019614,895,9460.370839145979,0,6.64331150341077e-5
0600535,"Airport CDP, California",ownocc,145,1375.0796832993042,504,3997.0066795391763,0.2876984126984127,0.004110945510852046
0600535,"Airport CDP, California",own_1det,136,1375.0796832993042,504,3997.0066795391763,0.2698412698412698,0.004267606750077926
0600535,"Airport CDP, California",own_1att,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600535,"Airport CDP, California",own_2,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600535,"Airport CDP, California",own_3to4,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600535,"Airport CDP, California",own_5to9,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600535,"Airport CDP, California",own_10to19,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600535,"Airport CDP, California",own_20to49,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600535,"Airport CDP, California",own_50plus,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600535,"Airport CDP, California",own_mobile,9,83.14779057843147,504,3997.0066795391763,0.017857142857142856,3.2231526705816876e-4
0600535,"Airport CDP, California",own_boatrv,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600535,"Airport CDP, California",rentocc,359,4074.241738343142,504,3997.0066795391763,0.7123015873015873,0.008055658954105264
0600535,"Airport CDP, California",rent_1det,288,3549.1172476233587,504,3997.0066795391763,0.5714285714285714,0.008833979786338202
0600535,"Airport CDP, California",rent_1att,20,378.41483356583916,504,3997.0066795391763,0.03968253968253968,0.0014649499690444067
0600535,"Airport CDP, California",rent_2,23,162.96966953372566,504,3997.0066795391763,0.04563492063492063,6.743418514253081e-4
0600535,"Airport CDP, California",rent_3to4,18,147.81829436165592,504,3997.0066795391763,0.03571428571428571,5.618546530774488e-4
0600535,"Airport CDP, California",rent_5to9,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600535,"Airport CDP, California",rent_10to19,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600535,"Airport CDP, California",rent_20to49,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600535,"Airport CDP, California",rent_50plus,10,72.4309642372114,504,3997.0066795391763,0.01984126984126984,2.913379070392226e-4
0600535,"Airport CDP, California",rent_mobile,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600535,"Airport CDP, California",rent_boatrv,0,53.21458597019614,504,3997.0066795391763,0,2.094930475647051e-4
0600562,"Alameda city, California",ownocc,14391,101081.47559612348,30587,79219.14986003457,0.47049400071925984,8.929919170728202e-5
0600562,"Alameda city, California",own_1det,10477,86568.30590996018,30587,79219.14986003457,0.34253114068068136,8.259581128084421e-5
0600562,"Alameda city, California",own_1att,2136,19379.347936549,30587,79219.14986003457,0.06983358943341943,2.0301129547121702e-5
0600562,"Alameda city, California",own_2,451,5321.458597019614,30587,79219.14986003457,0.014744826233367116,5.669555843898992e-6
0600562,"Alameda city, California",own_3to4,298,5410.519119372511,30587,79219.14986003457,0.009742701147546343,5.775122101478346e-6
0600562,"Alameda city, California",own_5to9,231,2669.9679419074105,30587,79219.14986003457,0.007552228070749011,2.849027929237026e-6
0600562,"Alameda city, California",own_10to19,29,332.5911623137259,30587,79219.14986003457,9.48115212345114e-4,3.5542170092696286e-7
0600562,"Alameda city, California",own_20to49,394,3997.0066795391763,30587,79219.14986003457,0.01288128943668879,4.258243809934646e-6
0600562,"Alameda city, California",own_50plus,332,2424.5895732670615,30587,79219.14986003457,0.01085428449995096,2.581603034338525e-6
0600562,"Alameda city, California",own_mobile,43,533.6240426455779,30587,79219.14986003457,0.0014058260045117206,5.702091505090133e-7
0600562,"Alameda city, California",own_boatrv,0,310.78796389538155,30587,79219.14986003457,0,3.3219296047901265e-7
0600562,"Alameda city, California",rentocc,16196,93127.00363078684,30587,79219.14986003457,0.5295059992807402,7.580001405413738e-5
0600562,"Alameda city, California",rent_1det,3002,45528.404209125925,30587,79219.14986003457,0.09814627129172525,4.784844588468702e-5
0600562,"Alameda city, California",rent_1att,1025,15078.944207832521,30587,79219.14986003457,0.03351096871219799,1.602239202468485e-5
0600562,"Alameda city, California",rent_2,1412,24218.549348213706,30587,79219.14986003457,0.04616340275280348,2.570611308199644e-5
0600562,"Alameda city, California",rent_3to4,2701,46834.748385547064,30587,79219.14986003457,0.0883054892601432,4.940012706968946e-5
0600562,"Alameda city, California",rent_5to9,2268,31078.79638953816,30587,79219.14986003457,0.07414914833099029,3.2753743459546486e-5
0600562,"Alameda city, California",rent_10to19,1225,20582.219306916973,30587,79219.14986003457,0.04004969431457809,2.1863967715304693e-5
0600562,"Alameda city, California",rent_20to49,2433,33927.62446762317,30587,79219.14986003457,0.07954359695295386,3.572857657534328e-5
